101.81.133.jja,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
107.23.85.jfd,2017-06-30 00:00:00,2017-06-30 00:00:00,1,27
109.145.75.gge,2017-06-30 00:00:00,2017-06-30 00:00:00,1,11
115.111.60.idd,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
116.226.185.ceb,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
117.91.231.fjf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,12
121.40.65.ebc,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
121.40.66.aie,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
128.138.64.cej,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
128.250.0.cdg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
137.135.107.cje,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
139.199.159.caf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
144.203.129.hji,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
146.88.97.jag,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
149.56.12.jbf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,5
155.201.34.ahg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
157.55.39.eih,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
158.132.91.haf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
162.249.57.hhg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
162.27.66.bbb,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
163.117.2.gai,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
163.172.71.jda,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
165.124.130.igj,2017-06-30 00:00:00,2017-06-30 00:00:00,1,11
165.124.130.jdj,2017-06-30 00:00:00,2017-06-30 00:00:00,1,8
165.124.130.jhd,2017-06-30 00:00:00,2017-06-30 00:00:00,1,13
18.85.22.afh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
185.25.32.fdh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
185.25.32.fgi,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
188.163.72.idh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,4
198.199.84.bfb,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
207.241.231.iah,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
209.249.4.gjc,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
216.244.66.bbi,2017-06-30 00:00:00,2017-06-30 00:00:00,1,6
216.244.66.ddh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
34.226.172.ebg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,11
35.161.75.beg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
35.167.212.fha,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
38.105.116.iei,2017-06-30 00:00:00,2017-06-30 00:00:00,1,7
38.140.198.dgd,2017-06-30 00:00:00,2017-06-30 00:00:00,1,4
45.32.128.fbb,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
5.9.94.eaj,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
50.87.249.ede,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
52.90.157.idh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
54.158.86.dci,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
54.162.220.aah,2017-06-30 00:00:00,2017-06-30 00:00:00,1,5
54.173.181.ghf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
54.175.208.fdh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,5
54.212.94.jcd,2017-06-30 00:00:00,2017-06-30 00:00:00,1,6
54.67.64.eij,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
62.65.39.jcf,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
66.249.66.aag,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
66.249.66.chj,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
66.249.66.jjh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
68.180.230.ede,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
69.191.249.caa,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.eff,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.fhc,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.ijh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
71.204.145.cih,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
73.222.244.jad,2017-06-30 00:00:00,2017-06-30 00:00:00,1,2
73.24.98.jii,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
73.255.119.eca,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
75.105.72.fib,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
94.156.218.jad,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
95.111.49.aed,2017-06-30 00:00:00,2017-06-30 00:00:00,1,3
101.81.133.jja,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
106.38.241.eef,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
107.23.85.jfd,2017-06-30 00:00:01,2017-06-30 00:00:01,1,26
108.54.237.aji,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
108.91.91.hbc,2017-06-30 00:00:01,2017-06-30 00:00:01,1,4
109.145.75.gge,2017-06-30 00:00:01,2017-06-30 00:00:01,1,14
115.111.60.idd,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
116.226.185.ceb,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
117.91.231.fjf,2017-06-30 00:00:01,2017-06-30 00:00:01,1,8
12.249.145.dad,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
121.40.94.bcj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
128.138.64.cej,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
128.250.0.cdg,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
137.135.107.cje,2017-06-30 00:00:01,2017-06-30 00:00:01,1,7
146.88.97.jag,2017-06-30 00:00:01,2017-06-30 00:00:01,1,3
149.56.12.jbf,2017-06-30 00:00:01,2017-06-30 00:00:01,1,5
157.55.39.eih,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
158.132.91.haf,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
162.249.57.hhg,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
163.117.2.gai,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
165.124.130.igj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,8
165.124.130.jdj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,6
165.124.130.jhd,2017-06-30 00:00:01,2017-06-30 00:00:01,1,5
167.181.12.cca,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
177.66.196.jfc,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
185.25.32.fdh,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
188.163.72.idh,2017-06-30 00:00:01,2017-06-30 00:00:01,1,4
192.223.243.gjc,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
